CE Secret Sale (hkevent),,,,,,,,,,,Via buy page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assigned,Test Case,,,,,,,,,,30,Price,,Step >>,Step >>,Verify / AC >>,Step >>,,Verify / AC >>,,,,,,,,Step >>,,Special D11 >>,Step >>,Verify / AC >>,Verify / AC >>,Mass premiums,,,,,,,EPP only,EPP only,EPP only,,Total,Verify / AC >>,,Cart Page Result >>,,,Step >>,Step >>,Step >>,Step >>,Step >>,Verify / AC >>,Verify / AC >>,Checkout Page Result >> END OF TEST,,,,,,,,Automated Tests by UI Visions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automated Test Result,Test duration (s),,Auto Cart,Auto Checkout,
,S-REF-03,,,,,RT22M4032S8/SH 2 door Refrigerator 234L Elegant Inox,,EOL,RT22M4032S8/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RT22M4032S8SH,RT22M4032S8/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-04,,,,,RT22M4033S9/SH 2 door Refrigerator 234L Refined Inox,,EOL,RT22M4033S9/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RT22M4033S9SH,RT22M4033S9/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-05,,,,,RT25M4013S8/SH 2 door Refrigerator 255L Elegant Inox,,EOL,RT25M4013S8/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RT25M4013S8SH,RT25M4013S8/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-06,,,,,RT25M4032S8/SH 2 door Refrigerator 255L Elegant Inox,,EOL,RT25M4032S8/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RT25M4032S8SH,RT25M4032S8/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-07,,,,,RT25M4033S9/SH 2 door Refrigerator 255L Refined Inox,,EOL,RT25M4033S9/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RT25M4033S9SH,RT25M4033S9/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-08,,,,,RT31CG5420S9 SpaceMax™ 2 door Refrigerator 301L,,EOL,RT31CG5420S9SH,https://www.samsung.com/hk/multistore/hkevent/buy.RT31CG5420S9SH,RT31CG5420S9SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-09,,,,,RT35CG5420S9 SpaceMax™ 2 door Refrigerator 345L,,EOL,RT35CG5420S9SH,https://www.samsung.com/hk/multistore/hkevent/buy.RT35CG5420S9SH,RT35CG5420S9SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-10,,,,,RB27N4050B1/SH 2 door refrigerator 257L Black Nickel,,EOL,RB27N4050B1/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB27N4050B1SH,RB27N4050B1/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-11,,,,,RB27N4050S8/SH 2 door refrigerator 257L Sliver,,EOL,RB27N4050S8/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB27N4050S8SH,RB27N4050S8/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-12,,,,,RB29FERNCS9 2 door Refrigerator 286L Sliver,,EOL,RB29FERNCS9/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB29FERNCS9SH,RB29FERNCS9/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,Z-ITFITPW21OCE-C,,,,,Z-ITFITPW21OCE-C,1,"
●  1 x  ITFIT 10,000mAh Power Bank [Z-ITFITPW21OCE-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-13,,,,,RB30N4050B1/SH 2 door refrigerator 290L Black Nickel,,EOL,RB30N4050B1/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB30N4050B1SH,RB30N4050B1/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-REF-14,,,,,RB30N4050S8/SH 2 door Refrigerator 290L Sliver,,N,RB30N4050S8/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB30N4050S8SH,RB30N4050S8/SH,"5,190","3,471",cptqaer+3@gmail.com,!Cheil2024,"3,471",No,50,0,,,,,,,,,,0%,Add to Cart,"3,471",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-15,,,,,RB30N4180B1/SH 2 door Refrigerator 284L Black Nickel,,EOL,RB30N4180B1/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB30N4180B1SH,RB30N4180B1/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-REF-16,,,,,RB33J3200S9 2 Door Refrigerator 328L,,N,RB33J3200S9/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB33J3200S9SH,RB33J3200S9/SH,"5,790","3,732",cptqaer+3@gmail.com,!Cheil2024,"3,732",No,0,0,,,,,,,,,,0%,Add to Cart,"3,732",,,,,,,Z-ITFITPW21OCE-C,,,,,Z-ITFITPW21OCE-C,1,"
●  1 x  ITFIT 10,000mAh Power Bank [Z-ITFITPW21OCE-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-REF-17,,,,,RB33J3200SA 2 door Refrigerator 328L Metal Graphite,,N,RB33J3200SA/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB33J3200SASH,RB33J3200SA/SH,"5,790","3,732",cptqaer+3@gmail.com,!Cheil2024,"3,732",No,0,0,,,,,,,,,,0%,Add to Cart,"3,732",,,,,,,Z-ITFITPW21OCE-C,,,,,Z-ITFITPW21OCE-C,1,"
●  1 x  ITFIT 10,000mAh Power Bank [Z-ITFITPW21OCE-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-18,,,,,RB33R8899SR/SH  SpaceMaxᵀᴹ  2 door Refrigerator 328L Sliver,,EOL,RB33R8899SR/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB33R8899SRSH,RB33R8899SR/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,Z-ITFITPW21OCE-C,,,,,Z-ITFITPW21OCE-C,1,"
●  1 x  ITFIT 10,000mAh Power Bank [Z-ITFITPW21OCE-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-19,,,,,RB34T675FB1 SpaceMax™  2 door refrigerator 340L,,EOL,RB34T675FB1/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB34T675FB1SH,RB34T675FB1/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-20,,,,,RB34T675FS9/SH SpaceMax™ 2 door Refrigerator 340L,,EOL,RB34T675FS9/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB34T675FS9SH,RB34T675FS9/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-21,,,,,RF48A4000B4 Twin Cooling Plus™ Multi Door Refrigerator 468L,,EOL,RF48A4000B4/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RF48A4000B4SH,RF48A4000B4/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-22,,,,,RS62R5007M9 Side By Side Refrigerators 647L,,EOL,RS62R5007M9/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RS62R5007M9SH,RS62R5007M9/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,Z-ITFITPW21OCE-C,,,,,Z-ITFITPW21OCE-C,1,"
●  1 x  ITFIT 10,000mAh Power Bank [Z-ITFITPW21OCE-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-23,,,,,RS63R5597B4/SH SpaceMax™ Side by Side Refrigerator 630L Black,,EOL,RS63R5597B4/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RS63R5597B4SH,RS63R5597B4/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-VS20C852CTN/SH-C,,,,,Z-ITFITPW21OCE-C,,,,,"Z-VS20C852CTN/SH-C,Z-ITFITPW21OCE-C",2,"
●  1 x  VS20C852CTNSH Jet85 Stick VC Woody Green [Z-VS20C852CTN/SH-C]
●  1 x  ITFIT 10,000mAh Power Bank [Z-ITFITPW21OCE-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-24,,,,,RS64R5337B4/SH Side by Side Refrigerator 617L,,EOL,RS64R5337B4/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RS64R5337B4SH,RS64R5337B4/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-VS20C852CTN/SH-C,,,,,Z-ITFITPW21OCE-C,,,,,"Z-VS20C852CTN/SH-C,Z-ITFITPW21OCE-C",2,"
●  1 x  VS20C852CTNSH Jet85 Stick VC Woody Green [Z-VS20C852CTN/SH-C]
●  1 x  ITFIT 10,000mAh Power Bank [Z-ITFITPW21OCE-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-25,,,,,BESPOKE Bottom Mount Freezer 340L (Panel Not Included),,EOL,RZ24A5470AP/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RZ24A5470APSH,RZ24A5470AP/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-26,,,,,BESPOKE Bottom Mount Freezer 340L (Panel Not Included),,EOL,RB34A7B4FAP/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB34A7B4FAPSH,RB34A7B4FAP/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-27,,,,,RB34C675EB1 BESPOKE AI SpaceMax™ Bottom Mount Freezer 340L (Black DOI),,EOL,RB34C675EB1/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB34C675EB1SH,RB34C675EB1/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-ITAC12-C,,,,,Z-ITFITPW28-C,,,,,"Z-ITAC12-C,Z-ITFITPW28-C",2,"
●  1 x  CE GIFT - BESPOKE Blanket [Z-ITAC12-C]
●  1 x  ITFIT 45W Fast Charging Kit [Z-ITFITPW28-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-28,,,,,RB34C675ES9 BESPOKE AI SpaceMax™ Bottom Mount Freezer 340L (Refined Inox),,EOL,RB34C675ES9/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB34C675ES9SH,RB34C675ES9/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-ITAC12-C,,,,,Z-ITFITPW28-C,,,,,"Z-ITAC12-C,Z-ITFITPW28-C",2,"
●  1 x  CE GIFT - BESPOKE Blanket [Z-ITAC12-C]
●  1 x  ITFIT 45W Fast Charging Kit [Z-ITFITPW28-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-29,,,,,BESPOKE AI Stylish Bottom Mount Freezer 340L,,EOL,RB34C7B4EAP/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RB34C7B4EAPSH,RB34C7B4EAP/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-ITAC15-C,,,,,Z-ITFITPW28-C,,,,,"Z-ITAC15-C,Z-ITFITPW28-C",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT 45W Fast Charging Kit [Z-ITFITPW28-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-FAB-01,,,,,AI AirDresser with JetSteam Refresh & Sanitize Cycle,,EOL,DF60A8500CG/SH,https://www.samsung.com/hk/multistore/hkevent/buy.DF60A8500CGSH,DF60A8500CG/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-DF-HK,Z-ITAC15-C,Z-ITFITF16,,,Z-ITFITPW28-C,,,,,"Z-DF-HK,Z-ITAC15-C,Z-ITFITF16,Z-ITFITPW28-C",4,"
●  1 x  AirDresser Regular Hanger Kit (hand 3 shirts) [Z-DF-HK]
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Multifuntional Camping Fan (Green) [Z-ITFITF16]
●  1 x  ITFIT 45W Fast Charging Kit [Z-ITFITPW28-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-01,,,,,WA70M4000<br>Top Loader Without Drain Pump 7kg White,,EOL,WA70M4000SW/SH,https://www.samsung.com/hk/multistore/hkevent/buy.WA70M4000SWSH,WA70M4000SW/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-02,,,,,WA70M4200 Top Loader With Drain Pump 7kg White,,EOL,WA70M4200SW/SH,https://www.samsung.com/hk/multistore/hkevent/buy.WA70M4200SWSH,WA70M4200SW/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-03,,,,,WA70M4400 Top Loader With Drain Pump 7kg Inox ,,EOL,WA70M4400SS/SH,https://www.samsung.com/hk/multistore/hkevent/buy.WA70M4400SSSH,WA70M4400SS/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-04,,,,,WA80CG4545BDSH Ecobubble™ Top Loader without Drain Pump 8kg Versailles Gary,,EOL,WA80CG4545BDSH,https://www.samsung.com/hk/multistore/hkevent/buy.WA80CG4545BDSH,WA80CG4545BDSH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,0,,Z-ITAC15-C,Z-ITFITF16,,,,Z-ITFITAC05GN,,,,,"Z-ITAC15-C,Z-ITFITF16,Z-ITFITAC05GN",3,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Multifuntional Camping Fan (Green) [Z-ITFITF16]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-05,,,,,WA80C14545BVSH Ecobubble™ Top Loader with Drain Pump 8kg Black Caviar,,EOL,WA80C14545BVSH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-06,,,,,WA10CG4545BDSH Ecobubble™ Top Loader without Drain Pump 10kg Versailles Gary,,EOL,WA10CG4545BDSH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-07,,,,,WA10C14545BVSH Ecobubble™ Top Loader with Drain Pump 10kg Black Caviar,,EOL,WA10C14545BVSH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-08,,,,,"WD10T754DBH AI Ecobubble™ AI Control Front Load Washing Machine + Dryer Combo 10.5/7kg, 1400rpm",,EOL,WD10T754DBH/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-09,,,,,"WD70TA046BE/SH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm",,EOL,WD70TA046BE/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-10,,,,,"WD70T4046CH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm",,EOL,WD70T4046CH/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-11,,,,,"WD80T654DBE AI Ecobubble™ AI Control Front Load Washing Machine + Dryer Combo 8/6kg, 1400rpm",,EOL,WD80T654DBE/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-12,,,,,"WD80TA546BH AddWash™ Front Load Washing Machine + Dryer Combo 8/6kg, 1400rpm",,EOL,WD80TA546BH/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-13,,,,,"WW70T3020BW/SH Slim440 Digital Inverter Front Load Washing Machine 7kg, 1200rpm",,EOL,WW70T3020BW/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-14,,,,,"WW70T3020BS/SH Slim440 Digital Inverter Front Load Washing Machine 7kg, 1200rpm",,EOL,WW70T3020BS/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-15,,,,,"WW80T3040BW/SH Slim465 Digital Inverter Front Load Washing Machine 8kg, 1400rpm",,EOL,WW80T3040BW/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-16,,,,,"WW80T3040BS/SH Slim465 Digital Inverter Front Load Washing Machine 8kg, 1400rpm",,EOL,WW80T3040BS/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,50,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-18,,,,,"WW90T654DLE AI Ecobubble™ AI Control Front Load Washing Machine 9kg, 1400rpm",,EOL,WW90T654DLE/SH,,,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
