CE SPP,,,,,,Go to SPP Cart Page,,,,,Via buy page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assigned,Test Case,,,,,,,,,,99,Price,,Step >>,Step >>,Verify >>,Step >>,,Verify >>,,,,,,,,Step >>,,Special >>,Step >>,Verify >>,Verify >>,Mass premiums,,,,,,,EPP only,EPP only,B2C only,,Total,Verify >>,,Cart Page Result >>,,,Step >>,Step >>,Step >>,Step >>,Step >>,Verify >>,Verify >>,Checkout Page Result >> END OF TEST,,,,,,,,Automated Tests by UI Visions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automated Test Result,Test duration (s),,Auto Cart,Auto Checkout,
Auto,S-REF-14,,,,,RB33R8899SR/SH  SpaceMaxᵀᴹ  2 door Refrigerator 328L Sliver,,N,RB33R8899SR/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.RB33R8899SRSH,RB33R8899SR/SH,"1,200",900,cptqaer+3@gmail.com,!Cheil2024,900,No,300,0,,,,,,,,,,0.00,Add to Cart,900.00,,,,,,,Z-ITFITEX42,,,,,Z-ITFITEX42,1,"
●  1 x  ITFIT Aroma Diffuser with Mood Light [Z-ITFITEX42]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-REF-15,,,,,RF48A4000B4 Twin Cooling Plus™ Multi Door Refrigerator 468L,,N,RF48A4000B4/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.RF48A4000B4SH,RF48A4000B4/SH,"1,520","1,080",cptqaer+3@gmail.com,!Cheil2024,"1,080",No,300,0,,,,,,,,,,0.00,Add to Cart,"1,080.00",,,,,,,Z-ITFITEX42,,,,,Z-ITFITEX42,1,"
●  1 x  ITFIT Aroma Diffuser with Mood Light [Z-ITFITEX42]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-REF-16,,,,,RS62R5007M9 Side By Side Refrigerators 647L,,N,RS62R5007M9/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.RS62R5007M9SH,RS62R5007M9/SH,"4,390","3,411",cptqaer+3@gmail.com,!Cheil2024,"3,411",No,400,0,,,,,,,,,,150.00,Add to Cart,"3,261.00",,,,,,,Z-ITFITEX42,,,,,Z-ITFITEX42,1,"
●  1 x  ITFIT Aroma Diffuser with Mood Light [Z-ITFITEX42]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-REF-17,,,,,RS63R5597B4/SH SpaceMax™ Side by Side Refrigerator 630L Black,,N,RS63R5597B4/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.RS63R5597B4SH,RS63R5597B4/SH,"126,480","87,982",cptqaer+3@gmail.com,!Cheil2024,"87,982",No,400,0,,,,,,,,,,150.00,Add to Cart,"87,832.00",,Z-VS20C852CTN/SH-C,,,,,Z-ITFITEX42,,,,,"Z-VS20C852CTN/SH-C,Z-ITFITEX42",2,"
●  1 x  VS20C852CTNSH Jet85 Stick VC Woody Green [Z-VS20C852CTN/SH-C]
●  1 x  ITFIT Aroma Diffuser with Mood Light [Z-ITFITEX42]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-REF-18,,,,,RS64R5337B4/SH Side by Side Refrigerator 617L,,N,RS64R5337B4/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.RS64R5337B4SH,RS64R5337B4/SH,"84,980","70,382",cptqaer+3@gmail.com,!Cheil2024,"70,382",No,500,0,,,,,,,,,,150.00,Add to Cart,"70,232.00",,Z-VS20C852CTN/SH-C,,,,,Z-ITFITEX42,,,,,"Z-VS20C852CTN/SH-C,Z-ITFITEX42",2,"
●  1 x  VS20C852CTNSH Jet85 Stick VC Woody Green [Z-VS20C852CTN/SH-C]
●  1 x  ITFIT Aroma Diffuser with Mood Light [Z-ITFITEX42]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-19,,,,,RB34C675EB1 BESPOKE AI SpaceMax™ Bottom Mount Freezer 340L (Black DOI),,N,RB34C675EB1/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.RB34C675EB1SH,RB34C675EB1/SH,"1,520","1,080",cptqaer+3@gmail.com,!Cheil2024,"1,080",No,0,0,,,,,,,,,,0.00,Add to Cart,"1,080.00",,Z-ITAC12-C,,,,,Z-ITFITEX42,,,,,"Z-ITAC12-C,Z-ITFITEX42",2,"
●  1 x  CE GIFT - BESPOKE Blanket [Z-ITAC12-C]
●  1 x  ITFIT Aroma Diffuser with Mood Light [Z-ITFITEX42]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-20,,,,,RB34C675ES9 BESPOKE AI SpaceMax™ Bottom Mount Freezer 340L (Refined Inox),,N,RB34C675ES9/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.RB34C675ES9SH,RB34C675ES9/SH,"1,520","1,080",cptqaer+3@gmail.com,!Cheil2024,"1,080",No,0,0,,,,,,,,,,0.00,Add to Cart,"1,080.00",,Z-ITAC12-C,,,,,Z-ITFITEX42,,,,,"Z-ITAC12-C,Z-ITFITEX42",2,"
●  1 x  CE GIFT - BESPOKE Blanket [Z-ITAC12-C]
●  1 x  ITFIT Aroma Diffuser with Mood Light [Z-ITFITEX42]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-21,,,,,BESPOKE AI Stylish Bottom Mount Freezer 340L (Clean White),,N,F-RB34C7B4WW-AI,https://www.samsung.com/hk/multistore/hkeducation/buy.F-RB34C7B4WW-AI,F-RB34C7B4WW-AI,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0.00,Add to Cart,0.00,,RB34C7B4EAP/SH,RA-B23EUU12GM,RA-B23EBB12GM,Z-ITAC15-C,Z-ITFITEX42,,,,,,"RB34C7B4EAP/SH,RA-B23EUU12GM,RA-B23EBB12GM,Z-ITAC15-C,Z-ITFITEX42",5,"
●  1 x  BESPOKE AI Stylish Bottom Mount Freezer 340L [RB34C7B4EAP/SH]
●  1 x  BESPOKE Top Glass Panel (Clean White) [RA-B23EUU12GM]
●  1 x  BESPOKE Bottom Glass Panel (Clean White) [RA-B23EBB12GM]
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Aroma Diffuser with Mood Light [Z-ITFITEX42]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WASH,,,,,,,EOL,,,,0,0,,,0,,0,0,,,,,,,,,,0.00,,0.00,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-FAB-01,,,,,AI AirDresser with JetSteam Refresh & Sanitize Cycle,,N,DF60A8500CG/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.DF60A8500CGSH,DF60A8500CG/SH,"14,990","9,342",cptqaer+3@gmail.com,!Cheil2024,"9,342",No,300,0,,,,,,,,,,150.00,Add to Cart,"9,192.00",,Z-DF-HK,Z-ITAC15-C,,,,Z-ITFITEX15REF,,,,,"Z-DF-HK,Z-ITAC15-C,Z-ITFITEX15REF",3,"
●  1 x  AirDresser Regular Hanger Kit (hand 3 shirts) [Z-DF-HK]
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Essential Oil Diffuser with LED Light [Z-ITFITEX15REF]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-01,,,,,WA70M4000<br>Top Loader Without Drain Pump 7kg White,,N,WA70M4000SW/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WA70M4000SWSH,WA70M4000SW/SH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,0,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,Z-ITAC15-C,,,,,Z-ITFITAC05GN,,,,,"Z-ITAC15-C,Z-ITFITAC05GN",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-02,,,,,WA70M4200 Top Loader With Drain Pump 7kg White,,N,WA70M4200SW/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WA70M4200SWSH,WA70M4200SW/SH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,0,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,Z-ITAC15-C,,,,,Z-ITFITAC05GN,,,,,"Z-ITAC15-C,Z-ITFITAC05GN",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-03,,,,,WA70M4400 Top Loader With Drain Pump 7kg Inox ,,N,WA70M4400SS/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WA70M4400SSSH,WA70M4400SS/SH,"8,099",,cptqaer+3@gmail.com,!Cheil2024,"8,099",No,0,0,,,,,,,,,,150.00,Add to Cart,"7,949.00",,Z-ITAC15-C,,,,,Z-ITFITAC05GN,,,,,"Z-ITAC15-C,Z-ITFITAC05GN",2,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-04,,,,,WA80CG4545BDSH Ecobubble™ Top Loader without Drain Pump 8kg Versailles Gary,,N,WA80CG4545BDSH,https://www.samsung.com/hk/multistore/hkeducation/buy.WA80CG4545BDSH,WA80CG4545BDSH,,,cptqaer+3@gmail.com,!Cheil2024,,No,50,0,,,,,,,,,,0.00,Add to Cart,0.00,,Z-ITFITAC05NY,,,,,Z-ITFITAC05GN,,,,,"Z-ITFITAC05NY,Z-ITFITAC05GN",2,"
●  1 x  ITFIT Multi-functional Laundry Basket (Navy) [Z-ITFITAC05NY]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-05,,,,,WA80C14545BVSH Ecobubble™ Top Loader with Drain Pump 8kg Black Caviar,,N,WA80C14545BVSH,https://www.samsung.com/hk/multistore/hkeducation/buy.WA80C14545BVSH,WA80C14545BVSH,,,cptqaer+3@gmail.com,!Cheil2024,,No,50,0,,,,,,,,,,0.00,Add to Cart,0.00,,Z-ITFITAC05NY,,,,,Z-ITFITAC05GN,,,,,"Z-ITFITAC05NY,Z-ITFITAC05GN",2,"
●  1 x  ITFIT Multi-functional Laundry Basket (Navy) [Z-ITFITAC05NY]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-06,,,,,WA10CG4545BDSH Ecobubble™ Top Loader without Drain Pump 10kg Versailles Gary,,N,WA10CG4545BDSH,https://www.samsung.com/hk/multistore/hkeducation/buy.WA10CG4545BDSH,WA10CG4545BDSH,,,cptqaer+3@gmail.com,!Cheil2024,,No,50,0,,,,,,,,,,0.00,Add to Cart,0.00,,Z-ITFITAC05NY,,,,,Z-ITFITAC05GN,,,,,"Z-ITFITAC05NY,Z-ITFITAC05GN",2,"
●  1 x  ITFIT Multi-functional Laundry Basket (Navy) [Z-ITFITAC05NY]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-07,,,,,WA10C14545BVSH Ecobubble™ Top Loader with Drain Pump 10kg Black Caviar,,N,WA10C14545BVSH,https://www.samsung.com/hk/multistore/hkeducation/buy.WA10C14545BVSH,WA10C14545BVSH,,,cptqaer+3@gmail.com,!Cheil2024,,No,50,0,,,,,,,,,,0.00,Add to Cart,0.00,,Z-ITFITAC05NY,,,,,Z-ITFITAC05GN,,,,,"Z-ITFITAC05NY,Z-ITFITAC05GN",2,"
●  1 x  ITFIT Multi-functional Laundry Basket (Navy) [Z-ITFITAC05NY]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-08,,,,,"WD10T754DBH AI Ecobubble™ AI Control Front Load Washing Machine + Dryer Combo 10.5/7kg, 1400rpm",,N,WD10T754DBH/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WD10T754DBHSH,WD10T754DBH/SH,"3,480","2,958",cptqaer+3@gmail.com,!Cheil2024,"2,958",No,0,0,,,,,,,,,,0.00,Add to Cart,"2,958.00",,Z-ITAC15-C,Z-ITFITAC05NY,,,,Z-ITFITAC05GN,,,,,"Z-ITAC15-C,Z-ITFITAC05NY,Z-ITFITAC05GN",3,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Multi-functional Laundry Basket (Navy) [Z-ITFITAC05NY]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-09,,,,,"WD70TA046BE/SH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm",,N,WD70TA046BE/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WD70TA046BESH,WD70TA046BE/SH,"3,680",0,cptqaer+3@gmail.com,!Cheil2024,"3,680",No,0,0,,,,,,,,,,150.00,Add to Cart,"3,530.00",,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-10,,,,,"WD70T4046CH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm",,N,WD70T4046CH/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WD70T4046CHSH,WD70T4046CH/SH,"3,080","2,618",cptqaer+3@gmail.com,!Cheil2024,"2,618",No,0,0,,,,,,,,,,0.00,Add to Cart,"2,618.00",,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-11,,,,,"WD80T654DBE AI Ecobubble™ AI Control Front Load Washing Machine + Dryer Combo 8/6kg, 1400rpm",,N,WD80T654DBE/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WD80T654DBESH,WD80T654DBE/SH,0,,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0.00,Add to Cart,0.00,,Z-ITAC15-C,Z-ITFITAC05NY,,,,Z-ITFITAC05GN,,,,,"Z-ITAC15-C,Z-ITFITAC05NY,Z-ITFITAC05GN",3,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Multi-functional Laundry Basket (Navy) [Z-ITFITAC05NY]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-12,,,,,"WD80TA546BH AddWash™ Front Load Washing Machine + Dryer Combo 8/6kg, 1400rpm",,N,WD80TA546BH/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WD80TA546BHSH,WD80TA546BH/SH,"2,380",,cptqaer+3@gmail.com,!Cheil2024,"2,380",No,0,0,,,,,,,,,,0.00,Add to Cart,"2,380.00",,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-13,,,,,"WW70T3020BW/SH Slim440 Digital Inverter Front Load Washing Machine 7kg, 1200rpm",,N,WW70T3020BW/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WW70T3020BWSH,WW70T3020BW/SH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,50,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-14,,,,,"WW70T3020BS/SH Slim440 Digital Inverter Front Load Washing Machine 7kg, 1200rpm",,N,WW70T3020BS/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WW70T3020BSSH,WW70T3020BS/SH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,50,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-15,,,,,"WW80T3040BW/SH Slim465 Digital Inverter Front Load Washing Machine 8kg, 1400rpm",,N,WW80T3040BW/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WW80T3040BWSH,WW80T3040BW/SH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,50,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-16,,,,,"WW80T3040BS/SH Slim465 Digital Inverter Front Load Washing Machine 8kg, 1400rpm",,N,WW80T3040BS/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WW80T3040BSSH,WW80T3040BS/SH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,50,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-18,,,,,"WW90T654DLE AI Ecobubble™ AI Control Front Load Washing Machine 9kg, 1400rpm",,N,WW90T654DLE/SH,https://www.samsung.com/hk/multistore/hkeducation/buy.WW90T654DLESH,WW90T654DLE/SH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,0,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,Z-ITAC15-C,Z-ITFITAC05NY,,,,Z-ITFITAC05GN,,,,,"Z-ITAC15-C,Z-ITFITAC05NY,Z-ITFITAC05GN",3,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Multi-functional Laundry Basket (Navy) [Z-ITFITAC05NY]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-19,,,,,"WW70AG5S21CESH Slim Ecobubble™ Front Load Washing Machine 7kg, 1200rpm",,N,WW70AG5S21CESH,https://www.samsung.com/hk/multistore/hkeducation/buy.WW70AG5S21CESH,WW70AG5S21CESH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,50,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-20,,,,,"WW70AG5S21CXSH Slim Ecobubble™ Front Load Washing Machine 7kg, 1200rpm",,N,WW70AG5S21CXSH,https://www.samsung.com/hk/multistore/hkeducation/buy.WW70AG5S21CXSH,WW70AG5S21CXSH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,50,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-21,,,,,"WW80AG6L28BXSH Slim AI Ecobubble™ AI Control Front Load Washing Machine 8kg, 1200 rpm",,N,WW80AG6L28BXSH,https://www.samsung.com/hk/multistore/hkeducation/buy.WW80AG6L28BXSH,WW80AG6L28BXSH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,0,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,Z-ITAC15-C,Z-ITFITAC05NY,,,,Z-ITFITAC05GN,,,,,"Z-ITAC15-C,Z-ITFITAC05NY,Z-ITFITAC05GN",3,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Multi-functional Laundry Basket (Navy) [Z-ITFITAC05NY]
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Auto,S-WM-22,,,,,"WW80AGAS21AESH Slim Ecobubble™ Front Load Washing Machine 8kg, 1200rpm",,N,WW80AGAS21AESH,https://www.samsung.com/hk/multistore/hkeducation/buy.WW80AGAS21AESH,WW80AGAS21AESH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,50,0,,,,,,,,,,150.00,Add to Cart,"10,230.00",,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-23,,,,,"WW80AGAS21AXSH Slim Ecobubble™ Front Load Washing Machine 8kg, 1200rpm",,N,WW80AGAS21AXSH,https://www.samsung.com/hk/multistore/hkeducation/buy.WW80AGAS21AXSH,WW80AGAS21AXSH,"12,950","10,380",cptqaer+3@gmail.com,!Cheil2024,"10,380",No,0,0,,,,,,,,,,,Add to Cart,,,,,,,,Z-ITFITAC05GN,,,,,Z-ITFITAC05GN,1,"
●  1 x  ITFIT Multi-functional Laundry Basket (Green) [Z-ITFITAC05GN]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-WM-24,,,,,"WD12DBLB84GDSH AI Wash Front Load Washer + Dryer Combo 12/7kg, 1400rpm",,N,WD12DBLB84GDSH,https://www.samsung.com/hk/multistore/hkeducation/buy.WD12DBLB84GDSH,WD12DBLB84GDSH,,,cptqaer+3@gmail.com,!Cheil2024,,No,0,0,,,,,,,,,,,Add to Cart,,,Z-ITAC15-C,Z-ITFITAC05NY,Z-ITAC12-C,,,,,,,,"Z-ITAC15-C,Z-ITFITAC05NY,Z-ITAC12-C",3,"
●  1 x  BESPOKE AI Portable Stainless Cultery Set [Z-ITAC15-C]
●  1 x  ITFIT Multi-functional Laundry Basket (Navy) [Z-ITFITAC05NY]
●  1 x  CE GIFT - BESPOKE Blanket [Z-ITAC12-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
